Natureza,E.P. Nº,Ordem Cronológica,Proc. DEPRE Nº,Vara,Comarca,Nº de autos,Devedora,Advogado(s)
,,,,,0024460-91.2020.8.26.0053,,Rodrigo Soares Pereira (OAB n°340619SP),
,,,,,0001620-53.2021.8.26.0053,,Manuel Donizeti Ribeiro (OAB n°71602SP),
,,,,,0003575-90.2020.8.26.0268,,Marcos da Silva Velloza (OAB n°366562SP),
,,,,,0008762-11.2021.8.26.0053,,Wellington Negri da Silva (OAB n°237006SP),
,,,,,0008762-11.2021.8.26.0053,,Wellington Negri da Silva (OAB n°237006SP),
,,,,,1023308-25.2019.8.26.0053,,Maria Gabriela Bicalho Pilan Fávero (OAB n°323382SP),
,,,,,1023308-25.2019.8.26.0053,,Maria Gabriela Bicalho Pilan Fávero (OAB n°323382SP),
,,,,,0001649-40.2020.8.26.0053,,NELSON GARCIA TITOS (OAB n°72625SP),
,,,,,0001649-40.2020.8.26.0053,,NELSON GARCIA TITOS (OAB n°72625SP),
,,,,,0014679-45.2020.8.26.0053,,Manuel Donizeti Ribeiro (OAB n°71602SP),
,,,,,0000878-02.2021.8.26.0482,,Elizangela Lucia de Paula Silva (OAB n°381536SP),
,,,,,0002785-12.2021.8.26.0482,,Diana Sousa Ferreira (OAB n°381979SP),
,,,,,0001649-40.2020.8.26.0053,,NELSON GARCIA TITOS (OAB n°72625SP),
,,,,,0015636-51.2017.8.26.0053,,Lais Maria Martinho (OAB n°71748SP),
,,,,,0004357-82.2020.8.26.0079,,Fabricio Galli Jeronymo (OAB n°254288SP),
,,,,,1032960-66.2019.8.26.0053,,Edgar Sanches de Toledo (OAB n°252805SP),
,,,,,1043867-66.2020.8.26.0053,,Miriam de Fátima Yoshida (OAB n°183179SP),
,,,,,1038314-09.2018.8.26.0053,,Daniele Vanessa Borges Naves dos Santos (OAB n°406658SP),
,,,,,1039722-64.2020.8.26.0053,,CLÁUDIO SÉRGIO PONTES (OAB n°265750SP),
,,,,,1028237-67.2020.8.26.0053,,CLÁUDIO SÉRGIO PONTES (OAB n°265750SP),
,,,,,1028237-67.2020.8.26.0053,,CLÁUDIO SÉRGIO PONTES (OAB n°265750SP),
,,,,,0025194-42.2020.8.26.0053,,Gustavo de Tommaso Sandoval (OAB n°407584SP),
,,,,,0025194-42.2020.8.26.0053,,Gustavo de Tommaso Sandoval (OAB n°407584SP),
,,,,,0025194-42.2020.8.26.0053,,Gustavo de Tommaso Sandoval (OAB n°407584SP),
,,,,,0025194-42.2020.8.26.0053,,Gustavo de Tommaso Sandoval (OAB n°407584SP),
,,,,,0025194-42.2020.8.26.0053,,Gustavo de Tommaso Sandoval (OAB n°407584SP),
,,,,,0025194-42.2020.8.26.0053,,Gustavo de Tommaso Sandoval (OAB n°407584SP),
,,,,,1015418-38.2021.8.26.0482,,Elizangela Lucia de Paula Silva (OAB n°381536SP),
,,,,,0009419-58.2020.8.26.0482,,Regina Coeli Sant Anna Ferreira Silva (OAB n°102637SP),
,,,,,0008154-84.2021.8.26.0482,,Rodrigo de Assis Siscoutto (OAB n°269542SP),
,,,,,0020191-77.2018.8.26.0053,,Ruy Mendes de Araujo Filho (OAB n°115912SP),
,,,,,0002192-84.2020.8.26.0201,,Fábio Roberto Piozzi (OAB n°167526SP),
,,,,,0001649-40.2020.8.26.0053,,NELSON GARCIA TITOS (OAB n°72625SP),
,,,,,0001649-40.2020.8.26.0053,,NELSON GARCIA TITOS (OAB n°72625SP),
,,,,,0001649-40.2020.8.26.0053,,NELSON GARCIA TITOS (OAB n°72625SP),
,,,,,0001649-40.2020.8.26.0053,,NELSON GARCIA TITOS (OAB n°72625SP),
,,,,,0001649-40.2020.8.26.0053,,NELSON GARCIA TITOS (OAB n°72625SP),
,,,,,0001649-40.2020.8.26.0053,,NELSON GARCIA TITOS (OAB n°72625SP),
,,,,,0001649-40.2020.8.26.0053,,NELSON GARCIA TITOS (OAB n°72625SP),
,,,,,0025587-64.2020.8.26.0053,,Gianpaolo D´alvia (OAB n°231762SP),
,,,,,0003207-06.2020.8.26.0196,,Fábio Roberto Piozzi (OAB n°167526SP),
,,,,,0005077-68.2021.8.26.0320,,Miriam de Fátima Yoshida (OAB n°183179SP),
,,,,,0002069-73.2020.8.26.0270,,Jose Marques de Souza Aranha (OAB n°101163SP),
,,,,,0016741-58.2020.8.26.0053,,ARRUDA MUNHOZ SOCIEDADE DE ADVOGADOS (CPF n°591.924.888-20),Leonardo Arruda Munhoz (OAB n°173273SP)
,,,,,0001691-55.2021.8.26.0053,,Wellington Negri da Silva (OAB n°237006SP),
,,,,,0001691-55.2021.8.26.0053,,Wellington Negri da Silva (OAB n°237006SP),
,,,,,0001691-55.2021.8.26.0053,,Wellington Negri da Silva (OAB n°237006SP),
,,,,,0003333-45.2021.8.26.0156,,Bruno Arantes de Carvalho (OAB n°214981SP),
,,,,,1047655-64.2015.8.26.0053,,Gustavo de Tommaso Sandoval (OAB n°407584SP),
,,,,,1047655-64.2015.8.26.0053,,Gustavo de Tommaso Sandoval (OAB n°407584SP),
,,,,,0024840-17.2020.8.26.0053,,Gustavo de Tommaso Sandoval (OAB n°407584SP),
,,,,,0000465-81.2020.8.26.0495,,Luis Augusto Ferreira Casalle (OAB n°301146SP),
,,,,,0013326-44.2021.8.26.0114,,CLÁUDIO SÉRGIO PONTES (OAB n°265750SP),
,,,,,0005540-65.2021.8.26.0625,,Selfane Aparecida Charleaux Correa (OAB n°381326SP),
,,,,,0019586-63.2020.8.26.0053,,Marcos Eduardo Miranda (OAB n°306893SP),
,,,,,1056187-90.2016.8.26.0053,,Roselane Araújo Munhoz (OAB n°191463SP),
,,,,,1056187-90.2016.8.26.0053,,Roselane Araújo Munhoz (OAB n°191463SP),
,,,,,1056187-90.2016.8.26.0053,,Roselane Araújo Munhoz (OAB n°191463SP),
,,,,,1056187-90.2016.8.26.0053,,Roselane Araújo Munhoz (OAB n°191463SP),
,,,,,1056187-90.2016.8.26.0053,,Roselane Araújo Munhoz (OAB n°191463SP),
,,,,,1042697-59.2020.8.26.0053,,CARLOS JOSE DE OLIVEIRA TOFFOLI E OUTROS (OAB n°89826SP),
,,,,,1056187-90.2016.8.26.0053,,Roselane Araújo Munhoz (OAB n°191463SP),
,,,,,1056187-90.2016.8.26.0053,,Roselane Araújo Munhoz (OAB n°191463SP),
,,,,,1056187-90.2016.8.26.0053,,Roselane Araújo Munhoz (OAB n°191463SP),
,,,,,1056187-90.2016.8.26.0053,,Roselane Araújo Munhoz (OAB n°191463SP),
,,,,,1056187-90.2016.8.26.0053,,Roselane Araújo Munhoz (OAB n°191463SP),
,,,,,1056187-90.2016.8.26.0053,,Roselane Araújo Munhoz (OAB n°191463SP),
,,,,,1038212-21.2017.8.26.0053,,Enzo Montanari Ramos Leme (OAB n°241418SP),
,,,,,0022987-70.2020.8.26.0053,,Victor Del Ciello (OAB n°428252SP),
,,,,,0002390-95.2020.8.26.0048,,Roselane Araújo Munhoz (OAB n°191463SP),
,,,,,0025446-45.2020.8.26.0053,,Victor Del Ciello (OAB n°428252SP),
,,,,,0018398-98.2021.8.26.0053,,Leandro Henrique Nero (OAB n°194802SP),
,,,,,0018398-98.2021.8.26.0053,,Leandro Henrique Nero (OAB n°194802SP),
,,,,,0018398-98.2021.8.26.0053,,Leandro Henrique Nero (OAB n°194802SP),
,,,,,0018398-98.2021.8.26.0053,,Leandro Henrique Nero (OAB n°194802SP),
,,,,,0018398-98.2021.8.26.0053,,Leandro Henrique Nero (OAB n°194802SP),
,,,,,0018398-98.2021.8.26.0053,,Leandro Henrique Nero (OAB n°194802SP),
,,,,,0018398-98.2021.8.26.0053,,Leandro Henrique Nero (OAB n°194802SP),
,,,,,0000950-28.2021.8.26.0566,,Flávio Antonio Lazzarotto (OAB n°244152SP),
,,,,,0001077-34.2021.8.26.0220,,Walter de Souza (OAB n°145669SP),
,,,,,0001538-06.2021.8.26.0220,,Leonardo Franco Barbosa Rodrigues Alves (OAB n°256153SP),
,,,,,0006870-67.2021.8.26.0053,,Alice de Oliveira Martins Falleiros (OAB n°333197SP),
,,,,,0013059-66.2018.8.26.0053,,Alana Tiemi Sugano Bertuola (OAB n°342920SP),Cassia Martucci Melillo Bertozo (OAB n°211735SP)
,,,,,0013059-66.2018.8.26.0053,,Alana Tiemi Sugano Bertuola (OAB n°342920SP),Cassia Martucci Melillo Bertozo (OAB n°211735SP)
,,,,,0000159-09.2021.8.26.0615,,Elder Ozaki de Melo (OAB n°308499SP),Lucas Borges de Paula (OAB n°391320SP)
,,,,,0001458-55.2020.8.26.0615,,Elder Ozaki de Melo (OAB n°308499SP),Lucas Borges de Paula (OAB n°391320SP)
,,,,,0003162-53.2021.8.26.0297,,Rodrigo Soncini de Oliveira Guena (OAB n°259605SP),
,,,,,0000535-13.2020.8.26.0588,,Luana Moraes Brambilla Cabral (OAB n°319312SP),
,,,,,0018940-19.2021.8.26.0053,,CRISTIANO APARECIDO NEVES (OAB n°209172SP),
,,,,,0011373-34.2021.8.26.0053,,Wellington Negri da Silva (OAB n°237006SP),
,,,,,0004753-06.2021.8.26.0053,,Wellington Negri da Silva (OAB n°237006SP),
,,,,,0012945-59.2020.8.26.0053,,Lener Pastor Cardoso (OAB n°196290SP),
,,,,,0004910-76.2021.8.26.0053,,Tales Cunha Carretero (OAB n°318833SP),
,,,,,0004753-06.2021.8.26.0053,,Wellington Negri da Silva (OAB n°237006SP),
,,,,,0004753-06.2021.8.26.0053,,Wellington Negri da Silva (OAB n°237006SP),
,,,,,0004753-06.2021.8.26.0053,,Wellington Negri da Silva (OAB n°237006SP),
,,,,,0004753-06.2021.8.26.0053,,Wellington Negri da Silva (OAB n°237006SP),
,,,,,0031909-03.2020.8.26.0053,,Wellington Negri da Silva (OAB n°237006SP),
,,,,,0031909-03.2020.8.26.0053,,Wellington Negri da Silva (OAB n°237006SP),
,,,,,0031909-03.2020.8.26.0053,,Wellington Negri da Silva (OAB n°237006SP),
,,,,,0000397-60.2020.8.26.0357,,Márcia Regina Lopes da Silva Cavalcante (OAB n°163384SP),
,,,,,0020275-15.2017.8.26.0053,,Elis Cristina Tivelli (OAB n°119299SP),
,,,,,0020275-15.2017.8.26.0053,,Elis Cristina Tivelli (OAB n°119299SP),
,,,,,0020275-15.2017.8.26.0053,,Elis Cristina Tivelli (OAB n°119299SP),
,,,,,0002558-59.2021.8.26.0114,,Natalia Cardoso de Lima (OAB n°326305SP),
,,,,,0023739-42.2020.8.26.0053,,Nancy Aparecida de Freitas Rosa (OAB n°145021SP),
,,,,,0023739-42.2020.8.26.0053,,Nancy Aparecida de Freitas Rosa (OAB n°145021SP),
,,,,,0003435-83.2020.8.26.0453,,Fábio Roberto Piozzi (OAB n°167526SP),
,,,,,0015156-68.2020.8.26.0053,,Manuel Donizeti Ribeiro (OAB n°71602SP),
,,,,,0011168-95.2020.8.26.0196,,Fábio Roberto Piozzi (OAB n°167526SP),
,,,,,0004254-68.2021.8.26.0361,,CLÁUDIO SÉRGIO PONTES (OAB n°265750SP),
,,,,,0004254-68.2021.8.26.0361,,CLÁUDIO SÉRGIO PONTES (OAB n°265750SP),
,,,,,0020873-61.2020.8.26.0053,,RUBENS FERREIRA (OAB n°58774SP),
,,,,,0019625-26.2021.8.26.0053,,MESSIAS TADEU DE OLIVEIRA BENTO FALLEIROS (OAB n°250793SP),
,,,,,0019625-26.2021.8.26.0053,,MESSIAS TADEU DE OLIVEIRA BENTO FALLEIROS (OAB n°250793SP),
,,,,,0025168-16.2020.8.26.0224,,ARRUDA MUNHOZ SOCIEDADE DE ADVOGADOS (CPF n°591.924.888-20),Leonardo Arruda Munhoz (OAB n°173273SP)
,,,,,0019623-56.2021.8.26.0053,,MESSIAS TADEU DE OLIVEIRA BENTO FALLEIROS (OAB n°250793SP),
,,,,,0019623-56.2021.8.26.0053,,MESSIAS TADEU DE OLIVEIRA BENTO FALLEIROS (OAB n°250793SP),
,,,,,0019625-26.2021.8.26.0053,,MESSIAS TADEU DE OLIVEIRA BENTO FALLEIROS (OAB n°250793SP),
,,,,,0019625-26.2021.8.26.0053,,MESSIAS TADEU DE OLIVEIRA BENTO FALLEIROS (OAB n°250793SP),
,,,,,0019625-26.2021.8.26.0053,,MESSIAS TADEU DE OLIVEIRA BENTO FALLEIROS (OAB n°250793SP),
,,,,,0019625-26.2021.8.26.0053,,MESSIAS TADEU DE OLIVEIRA BENTO FALLEIROS (OAB n°250793SP),
,,,,,0019625-26.2021.8.26.0053,,MESSIAS TADEU DE OLIVEIRA BENTO FALLEIROS (OAB n°250793SP),
,,,,,0019625-26.2021.8.26.0053,,MESSIAS TADEU DE OLIVEIRA BENTO FALLEIROS (OAB n°250793SP),
,,,,,0019623-56.2021.8.26.0053,,MESSIAS TADEU DE OLIVEIRA BENTO FALLEIROS (OAB n°250793SP),
,,,,,0006064-41.2020.8.26.0223,,Ana Glória da Silva Santos (OAB n°169856SP),
,,,,,0001563-53.2020.8.26.0220,,Maria Celia Rangel Sampaio (OAB n°52607SP),
,,,,,0013217-19.2021.8.26.0053,,Alexandre Souza Lima (OAB n°416563SP),
,,,,,0009726-84.2021.8.26.0576,,Fabricio Galli Jeronymo (OAB n°254288SP),
,,,,,1035725-27.2018.8.26.0576,,Fabricio Galli Jeronymo (OAB n°254288SP),
,,,,,0012288-66.2021.8.26.0576,,Gabriel de Vasconcelos Ataide (OAB n°326493SP),
,,,,,0014662-09.2020.8.26.0053,,Alana Tiemi Sugano Bertuola (OAB n°342920SP),Cassia Martucci Melillo Bertozo (OAB n°211735SP)
,,,,,0026976-84.2020.8.26.0053,,Manuel Donizeti Ribeiro (OAB n°71602SP),
,,,,,0015173-70.2021.8.26.0053,,Wellington Negri da Silva (OAB n°237006SP),
,,,,,0017049-32.2021.8.26.0224,,Lincoln de Araujo Kawabe (OAB n°354889SP),
,,,,,0001904-41.2020.8.26.0168,,Roselane Araújo Munhoz (OAB n°191463SP),
,,,,,0001632-67.2021.8.26.0053,,Marcos Nunes da Costa (OAB n°256593SP),
,,,,,0016373-20.2018.8.26.0053,,Daniel Deperon de Macedo (OAB n°184618SP),
,,,,,0016373-20.2018.8.26.0053,,Daniel Deperon de Macedo (OAB n°184618SP),
,,,,,0016373-20.2018.8.26.0053,,Daniel Deperon de Macedo (OAB n°184618SP),
,,,,,0000718-49.2021.8.26.0361,,Ricardo Fatore de Arruda (OAB n°363806SP),
,,,,,0015961-20.2020.8.26.0506,,Tânia Regina Mathias (OAB n°98241SP),
,,,,,0021362-98.2020.8.26.0053,,Manuel Donizeti Ribeiro (OAB n°71602SP),
,,,,,0004721-60.2020.8.26.0077,,Fábio Roberto Piozzi (OAB n°167526SP),
,,,,,0000671-48.2020.8.26.0252,,Manuel Donizeti Ribeiro (OAB n°71602SP),
,,,,,1025006-42.2014.8.26.0053,,Antonio Jose de Sousa Foz (OAB n°25994SP),
,,,,,1025006-42.2014.8.26.0053,,Antonio Jose de Sousa Foz (OAB n°25994SP),
,,,,,1025006-42.2014.8.26.0053,,Antonio Jose de Sousa Foz (OAB n°25994SP),
,,,,,1025006-42.2014.8.26.0053,,Antonio Jose de Sousa Foz (OAB n°25994SP),
,,,,,1025006-42.2014.8.26.0053,,Antonio Jose de Sousa Foz (OAB n°25994SP),
,,,,,1025006-42.2014.8.26.0053,,Antonio Jose de Sousa Foz (OAB n°25994SP),
,,,,,1025006-42.2014.8.26.0053,,Antonio Jose de Sousa Foz (OAB n°25994SP),
,,,,,0025043-47.2018.8.26.0053,,Antonio Jose de Sousa Foz (OAB n°25994SP),
,,,,,0025043-47.2018.8.26.0053,,Antonio Jose de Sousa Foz (OAB n°25994SP),
,,,,,0025043-47.2018.8.26.0053,,Antonio Jose de Sousa Foz (OAB n°25994SP),
,,,,,0025043-47.2018.8.26.0053,,Antonio Jose de Sousa Foz (OAB n°25994SP),
,,,,,0014662-09.2020.8.26.0053,,Alana Tiemi Sugano Bertuola (OAB n°342920SP),Cassia Martucci Melillo Bertozo (OAB n°211735SP)
,,,,,1025006-42.2014.8.26.0053,,Antonio Jose de Sousa Foz (OAB n°25994SP),
,,,,,1025006-42.2014.8.26.0053,,Antonio Jose de Sousa Foz (OAB n°25994SP),
,,,,,0003541-47.2021.8.26.0053,,Vitor Hugo Silva Leite (OAB n°331999SP),
,,,,,1025006-42.2014.8.26.0053,,Antonio Jose de Sousa Foz (OAB n°25994SP),
,,,,,0008018-16.2021.8.26.0053,,Wellington Negri da Silva (OAB n°237006SP),
,,,,,1025006-42.2014.8.26.0053,,Antonio Jose de Sousa Foz (OAB n°25994SP),
,,,,,0023747-19.2020.8.26.0053,,Manuel Donizeti Ribeiro (OAB n°71602SP),
,,,,,0011420-42.2020.8.26.0053,,MARCOS ANTONIO NUNES (OAB n°169516SP),
,,,,,1028340-74.2020.8.26.0053,,CLÁUDIO SÉRGIO PONTES (OAB n°265750SP),
,,,,,1028340-74.2020.8.26.0053,,CLÁUDIO SÉRGIO PONTES (OAB n°265750SP),
,,,,,1025006-66.2019.8.26.0053,,Marcio Calheiros do Nascimento (OAB n°239384SP),
,,,,,1043451-06.2017.8.26.0053,,Mauro Ferreira de Melo (OAB n°242123SP),
,,,,,1028340-74.2020.8.26.0053,,CLÁUDIO SÉRGIO PONTES (OAB n°265750SP),
,,,,,1043451-06.2017.8.26.0053,,Mauro Ferreira de Melo (OAB n°242123SP),
,,,,,1042708-88.2020.8.26.0053,,CLÁUDIO SÉRGIO PONTES (OAB n°265750SP),
,,,,,1043451-06.2017.8.26.0053,,Mauro Ferreira de Melo (OAB n°242123SP),
,,,,,1042708-88.2020.8.26.0053,,CLÁUDIO SÉRGIO PONTES (OAB n°265750SP),
,,,,,1005065-33.2019.8.26.0053,,Manuel Donizeti Ribeiro (OAB n°71602SP),
,,,,,0008948-10.2016.8.26.0053,,Rosangela Aparecida Xavier (OAB n°141085SP),
,,,,,0000944-08.2021.8.26.0053,,Wellington Negri da Silva (OAB n°237006SP),
,,,,,0000944-08.2021.8.26.0053,,Wellington Negri da Silva (OAB n°237006SP),
,,,,,0000363-37.2021.8.26.0588,,Marcos Vinicius Quessada Apolinário (OAB n°164723SP),
,,,,,0001224-89.2021.8.26.0566,,Enzo Montanari Ramos Leme (OAB n°241418SP),
,,,,,0008398-56.2020.8.26.0576,,Gabriel de Vasconcelos Ataide (OAB n°326493SP),
,,,,,0009582-13.2021.8.26.0576,,Paulo Cesar Morelli (OAB n°417186SP),
,,,,,0002231-24.2020.8.26.0220,,Roselane Araújo Munhoz (OAB n°191463SP),
,,,,,0023748-04.2020.8.26.0053,,Manuel Donizeti Ribeiro (OAB n°71602SP),
,,,,,0001346-35.2021.8.26.0071,,Ana Carolina Domingues (OAB n°318899SP),
,,,,,0014659-20.2021.8.26.0053,,Wellington Negri da Silva (OAB n°237006SP),
,,,,,0014659-20.2021.8.26.0053,,Wellington Negri da Silva (OAB n°237006SP),
,,,,,0014659-20.2021.8.26.0053,,Wellington Negri da Silva (OAB n°237006SP),
,,,,,0002477-02.2021.8.26.0053,,Manuel Donizeti Ribeiro (OAB n°71602SP),
,,,,,0002477-02.2021.8.26.0053,,Manuel Donizeti Ribeiro (OAB n°71602SP),
,,,,,0000286-60.2021.8.26.0642,,Vanessa Bolognini da Costa Soares (OAB n°288454SP),
,,,,,0000033-06.2021.8.26.0664,,Daiane Fernanda Fernandes Sanches (OAB n°411321SP),
,,,,,0003558-55.2021.8.26.0127,,Marcio Calheiros do Nascimento (OAB n°239384SP),
,,,,,0013735-54.2020.8.26.0405,,Enzo Montanari Ramos Leme (OAB n°241418SP),
,,,,,0015810-66.2020.8.26.0405,,Miriam de Fátima Yoshida (OAB n°183179SP),
,,,,,0001650-02.2021.8.26.0405,,Bruna Leite de Souza Messa (OAB n°424319SP),
,,,,,0006489-70.2021.8.26.0405,,Erick Correia da Rocha (OAB n°309315SP),
,,,,,0009543-07.2021.8.26.0482,,Fábio Cezar Tarrento Silveira (OAB n°210478SP),
,,,,,0010424-81.2021.8.26.0482,,Claudio Roberto Brambilla (OAB n°323528SP),
,,,,,0017292-38.2020.8.26.0053,,Christiane Torturello (OAB n°176823SP),
,,,,,1047952-95.2020.8.26.0053,,Rodrigo Akira Nozaqui (OAB n°314712SP),
,,,,,0006443-16.2021.8.26.0071,,Cesar Augusto Monte Gobbo (OAB n°81020SP),
,,,,,0025934-97.2020.8.26.0053,,Manuel Donizeti Ribeiro (OAB n°71602SP),
,,,,,0004227-20.2020.8.26.0297,,Sebastião Baldan (OAB n°396865SP),
,,,,,0000501-08.2021.8.26.0037,,Alana Tiemi Sugano Bertuola (OAB n°342920SP),Cassia Martucci Melillo Bertozo (OAB n°211735SP)
,,,,,0001002-74.2021.8.26.0129,,Nelson Vallim Marcelino Júnior (OAB n°279639SP),
,,,,,0002921-43.2021.8.26.0309,,Natalia Cardoso de Lima (OAB n°326305SP),
,,,,,0007178-49.2021.8.26.0071,,Marcos Alves Dias (OAB n°404167SP),
,,,,,1026006-13.2020.8.26.0071,,Paulo Eduardo Martins Neto (OAB n°67755SP),
,,,,,0008994-03.2020.8.26.0071,,Roselane Araújo Munhoz (OAB n°191463SP),
,,,,,1016701-93.2019.8.26.0053,,CARLOS JOSE DE OLIVEIRA TOFFOLI E OUTROS (OAB n°89826SP),
,,,,,0000305-09.2021.8.26.0079,,Manuel Donizeti Ribeiro (OAB n°71602SP),
,,,,,0007479-50.2021.8.26.0053,,Manuel Donizeti Ribeiro (OAB n°71602SP),
,,,,,0010238-55.2019.8.26.0053,,Luis Renato Peres Alves Ferreira Avezum (OAB n°329796SP),
,,,,,0010238-55.2019.8.26.0053,,Luis Renato Peres Alves Ferreira Avezum (OAB n°329796SP),
,,,,,0025447-30.2020.8.26.0053,,Manuel Donizeti Ribeiro (OAB n°71602SP),
,,,,,0004202-26.2021.8.26.0053,,Wellington Negri da Silva (OAB n°237006SP),
,,,,,0004202-26.2021.8.26.0053,,Wellington Negri da Silva (OAB n°237006SP),
,,,,,0004202-26.2021.8.26.0053,,Wellington Negri da Silva (OAB n°237006SP),
,,,,,0004202-26.2021.8.26.0053,,Wellington Negri da Silva (OAB n°237006SP),
,,,,,0004202-26.2021.8.26.0053,,Wellington Negri da Silva (OAB n°237006SP),
,,,,,0004202-26.2021.8.26.0053,,Wellington Negri da Silva (OAB n°237006SP),
,,,,,0004202-26.2021.8.26.0053,,Wellington Negri da Silva (OAB n°237006SP),
,,,,,0004202-26.2021.8.26.0053,,Wellington Negri da Silva (OAB n°237006SP),
,,,,,0002111-71.2021.8.26.0405,,Roselane Araújo Munhoz (OAB n°191463SP),
,,,,,0015159-22.2020.8.26.0506,,Diego Leonardo Milani Guarnieri (OAB n°283015SP),
,,,,,0024876-59.2020.8.26.0053,,Victor Del Ciello (OAB n°428252SP),
,,,,,0024876-59.2020.8.26.0053,,Victor Del Ciello (OAB n°428252SP),
,,,,,0005824-67.2020.8.26.0606,,Reginaldo Ferreira da Silva Junior (OAB n°275548SP),
,,,,,0026419-97.2020.8.26.0053,,Manuel Donizeti Ribeiro (OAB n°71602SP),
,,,,,0027717-27.2020.8.26.0053,,Manuel Donizeti Ribeiro (OAB n°71602SP),
,,,,,0027717-27.2020.8.26.0053,,Manuel Donizeti Ribeiro (OAB n°71602SP),
,,,,,0005352-76.2020.8.26.0053,,Manuel Donizeti Ribeiro (OAB n°71602SP),
,,,,,0005352-76.2020.8.26.0053,,Manuel Donizeti Ribeiro (OAB n°71602SP),
,,,,,0005352-76.2020.8.26.0053,,Manuel Donizeti Ribeiro (OAB n°71602SP),
,,,,,1006573-53.2015.8.26.0053,,LEANDRO ARRUDA MUNHOZ (OAB n°344793SP),
,,,,,0001176-51.2020.8.26.0539,,Luiz Mario Martini (OAB n°327557SP),
,,,,,0010556-38.2019.8.26.0053,,Cassia Pereira da Silva (OAB n°177966SP),
,,,,,0021516-19.2020.8.26.0053,,Roselane Araújo Munhoz (OAB n°191463SP),
,,,,,0007001-76.2020.8.26.0053,,Darci Souza dos Reis (OAB n°79798SP),
,,,,,0020736-16.2019.8.26.0053,,Antonio Luiz Lima do Amaral Furlan (OAB n°43543SP),
,,,,,0014608-43.2020.8.26.0053,,Manuel Donizeti Ribeiro (OAB n°71602SP),
,,,,,0014899-43.2020.8.26.0053,,Fernanda Eugenia Ferreira Dias (OAB n°245296SP),Mario Rangel Câmara (OAB n°179603SP)
,,,,,0016599-20.2021.8.26.0053,,WELLINGTON DE LIMA ISHIBASHI (OAB n°229720SP),Wellington Negri da Silva (OAB n°237006SP)
,,,,,0010884-94.2021.8.26.0053,,Wellington Negri da Silva (OAB n°237006SP),
,,,,,0010884-94.2021.8.26.0053,,Wellington Negri da Silva (OAB n°237006SP),
,,,,,0000999-15.2020.8.26.0369,,Nadja Felix Sabbag (OAB n°160713SP),
,,,,,0000156-26.2021.8.26.0204,,Diego Leonardo Milani Guarnieri (OAB n°283015SP),
,,,,,0003204-37.2020.8.26.0136,,Fábio Roberto Piozzi (OAB n°167526SP),
,,,,,0000400-43.2021.8.26.0595,,Miriam de Fátima Yoshida (OAB n°183179SP),
,,,,,0001687-64.2021.8.26.0361,,Edson Guerino Guido de Moraes (OAB n°285059SP),
,,,,,0000879-85.2021.8.26.0223,,Roberto Duarte Bertotti (OAB n°177391SP),
,,,,,0001984-97.2021.8.26.0223,,Edvaldo Ramos de Souza (OAB n°363473SP),Edvaldo Ramos Sociedade Individual de Advocacia (OAB n°363473SP)
,,,,,0004455-23.2020.8.26.0223,,CARLOS JOSE DE OLIVEIRA TOFFOLI E OUTROS (OAB n°89826SP),
,,,,,0001572-38.2021.8.26.0201,,CLÁUDIO SÉRGIO PONTES (OAB n°265750SP),
,,,,,0003399-26.2020.8.26.0361,,Rodrigo Soares Pereira (OAB n°340619SP),
,,,,,1056301-58.2018.8.26.0053,,CARLOS JOSE DE OLIVEIRA TOFFOLI E OUTROS (OAB n°89826SP),
,,,,,1056301-58.2018.8.26.0053,,CARLOS JOSE DE OLIVEIRA TOFFOLI E OUTROS (OAB n°89826SP),
,,,,,1056301-58.2018.8.26.0053,,CARLOS JOSE DE OLIVEIRA TOFFOLI E OUTROS (OAB n°89826SP),
,,,,,0001054-63.2020.8.26.0369,,Alana Tiemi Sugano Bertuola (OAB n°342920SP),Cassia Martucci Melillo Bertozo (OAB n°211735SP)
,,,,,0023300-94.2021.8.26.0053,,Roberto Duarte Bertotti (OAB n°177391SP),
,,,,,0000099-30.2021.8.26.0229,,Miriam de Fátima Yoshida (OAB n°183179SP),
,,,,,0002637-81.2021.8.26.0229,,Adriana Andréa dos Santos (OAB n°154168SP),
,,,,,0004118-23.2020.8.26.0356,,Julio César Cosin Martins (OAB n°280311SP),
,,,,,0004118-23.2020.8.26.0356,,Julio César Cosin Martins (OAB n°280311SP),
,,,,,0002024-84.2020.8.26.0071,,Celso Luiz de Magalhães (OAB n°286060SP),
,,,,,0012712-87.2020.8.26.0562,,Roselane Araújo Munhoz (OAB n°191463SP),
,,,,,0009819-38.2021.8.26.0482,,Manuel Donizeti Ribeiro (OAB n°71602SP),
,,,,,0008783-58.2021.8.26.0482,,Leonete Paula Weichold Buchwtz (OAB n°246030SP),
,,,,,0009963-12.2021.8.26.0482,,Cristina Aparecida Vieira Vila (OAB n°235774SP),
,,,,,0008989-72.2021.8.26.0482,,Leonete Paula Weichold Buchwtz (OAB n°246030SP),
,,,,,0008391-96.2021.8.26.0554,,Enzo Montanari Ramos Leme (OAB n°241418SP),
,,,,,0008251-62.2021.8.26.0554,,Maria Lúcia Moreno Lopes (OAB n°162321SP),
,,,,,0027065-10.2020.8.26.0053,,Manuel Donizeti Ribeiro (OAB n°71602SP),
,,,,,0027065-10.2020.8.26.0053,,Manuel Donizeti Ribeiro (OAB n°71602SP),
